Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M6/7570A,29/01/2016,17:14:00,68,615,46,17,33,,,,,,,,,,,,,,,71,711
M6/7570A,29/01/2016,17:29:00,69,635,38,11,36,,,,,,,,,,,,,,,70,720
M6/7570A,29/01/2016,17:44:00,70,626,44,15,43,,,,,,,,,,,,,,,69,728
M6/7570A,29/01/2016,17:59:00,71,567,34,15,39,,,,,,,,,,,,,,,69,655
M6/7570A,29/01/2016,18:14:00,72,562,29,11,37,,,,,,,,,,,,,,,70,639
M6/7570A,29/01/2016,18:29:00,73,495,25,11,38,,,,,,,,,,,,,,,71,569
M6/7570A,29/01/2016,18:44:00,74,479,25,11,39,,,,,,,,,,,,,,,71,554
M6/7570A,29/01/2016,18:59:00,75,387,19,12,32,,,,,,,,,,,,,,,72,450
M6/7570A,29/01/2016,19:14:00,76,353,22,8,35,,,,,,,,,,,,,,,72,418
M6/7570A,29/01/2016,19:29:00,77,324,16,7,33,,,,,,,,,,,,,,,70,380
M6/7570A,29/01/2016,19:44:00,78,302,26,4,36,,,,,,,,,,,,,,,70,368
M6/7570A,29/01/2016,19:59:00,79,254,13,6,33,,,,,,,,,,,,,,,70,306
M6/7570A,29/01/2016,20:14:00,80,227,15,8,26,,,,,,,,,,,,,,,70,276
M6/7570A,29/01/2016,20:29:00,81,215,9,5,32,,,,,,,,,,,,,,,69,261
M6/7570A,29/01/2016,20:44:00,82,176,9,11,36,,,,,,,,,,,,,,,69,232
M6/7570A,29/01/2016,20:59:00,83,181,13,7,23,,,,,,,,,,,,,,,71,224
M6/7570A,29/01/2016,21:14:00,84,161,17,1,37,,,,,,,,,,,,,,,69,216
M6/7570A,29/01/2016,21:29:00,85,146,11,6,26,,,,,,,,,,,,,,,69,189
M6/7570A,29/01/2016,21:44:00,86,155,9,5,30,,,,,,,,,,,,,,,70,199
M6/7570A,29/01/2016,21:59:00,87,140,9,5,33,,,,,,,,,,,,,,,70,187
M6/7570A,29/01/2016,22:14:00,88,165,9,5,31,,,,,,,,,,,,,,,70,210
M6/7570A,29/01/2016,22:29:00,89,116,11,4,31,,,,,,,,,,,,,,,68,162
M6/7570A,29/01/2016,22:44:00,90,120,14,8,29,,,,,,,,,,,,,,,69,171
M6/7570A,29/01/2016,22:59:00,91,115,3,5,33,,,,,,,,,,,,,,,69,156
M6/7570A,29/01/2016,23:14:00,92,90,9,8,36,,,,,,,,,,,,,,,67,143
M6/7570A,29/01/2016,23:29:00,93,81,3,5,36,,,,,,,,,,,,,,,67,125
M6/7570A,29/01/2016,23:44:00,94,86,6,10,46,,,,,,,,,,,,,,,65,148
M6/7570A,29/01/2016,23:59:00,95,66,5,10,37,,,,,,,,,,,,,,,64,118
M6/7570A,30/01/2016,00:14:00,0,57,5,6,39,,,,,,,,,,,,,,,63,107
M6/7570A,30/01/2016,00:29:00,1,46,7,16,44,,,,,,,,,,,,,,,64,113
M6/7570A,30/01/2016,00:44:00,2,46,8,4,44,,,,,,,,,,,,,,,62,102
M6/7570A,30/01/2016,00:59:00,3,29,2,6,28,,,,,,,,,,,,,,,61,65
M6/7570A,30/01/2016,01:14:00,4,21,9,4,39,,,,,,,,,,,,,,,61,73
M6/7570A,30/01/2016,01:29:00,5,23,6,6,44,,,,,,,,,,,,,,,60,79
M6/7570A,30/01/2016,01:44:00,6,10,7,12,46,,,,,,,,,,,,,,,57,75
M6/7570A,30/01/2016,01:59:00,7,14,4,8,31,,,,,,,,,,,,,,,59,57
M6/7570A,30/01/2016,02:14:00,8,12,1,6,26,,,,,,,,,,,,,,,59,45
M6/7570A,30/01/2016,02:29:00,9,16,1,4,49,,,,,,,,,,,,,,,58,70
M6/7570A,30/01/2016,02:44:00,10,12,1,13,44,,,,,,,,,,,,,,,59,70
M6/7570A,30/01/2016,02:59:00,11,15,7,6,39,,,,,,,,,,,,,,,61,67
M6/7570A,30/01/2016,03:14:00,12,10,5,4,35,,,,,,,,,,,,,,,60,54
M6/7570A,30/01/2016,03:29:00,13,7,4,7,39,,,,,,,,,,,,,,,57,57
M6/7570A,30/01/2016,03:44:00,14,16,2,15,31,,,,,,,,,,,,,,,59,64
M6/7570A,30/01/2016,03:59:00,15,12,6,15,36,,,,,,,,,,,,,,,61,69
M6/7570A,30/01/2016,04:14:00,16,13,3,12,47,,,,,,,,,,,,,,,58,75
M6/7570A,30/01/2016,04:29:00,17,29,5,15,43,,,,,,,,,,,,,,,60,92
M6/7570A,30/01/2016,04:44:00,18,22,3,19,40,,,,,,,,,,,,,,,60,84
M6/7570A,30/01/2016,04:59:00,19,10,8,14,38,,,,,,,,,,,,,,,58,70
M6/7570A,30/01/2016,05:14:00,20,22,4,17,41,,,,,,,,,,,,,,,60,84
M6/7570A,30/01/2016,05:29:00,21,23,7,13,35,,,,,,,,,,,,,,,61,78
M6/7570A,30/01/2016,05:44:00,22,33,7,21,44,,,,,,,,,,,,,,,60,105
M6/7570A,30/01/2016,05:59:00,23,40,8,13,34,,,,,,,,,,,,,,,62,95
M6/7570A,30/01/2016,06:14:00,24,58,11,19,26,,,,,,,,,,,,,,,65,114
M6/7570A,30/01/2016,06:29:00,25,83,19,14,31,,,,,,,,,,,,,,,65,147
M6/7570A,30/01/2016,06:44:00,26,95,14,13,24,,,,,,,,,,,,,,,68,146
M6/7570A,30/01/2016,06:59:00,27,110,31,12,19,,,,,,,,,,,,,,,69,172
M6/7570A,30/01/2016,07:14:00,28,107,33,20,28,,,,,,,,,,,,,,,66,188
M6/7570A,30/01/2016,07:29:00,29,152,31,16,22,,,,,,,,,,,,,,,69,221
M6/7570A,30/01/2016,07:44:00,30,179,28,13,18,,,,,,,,,,,,,,,69,238
M6/7570A,30/01/2016,07:59:00,31,210,36,18,24,,,,,,,,,,,,,,,70,288
M6/7570A,30/01/2016,08:14:00,32,236,36,24,24,,,,,,,,,,,,,,,70,320
M6/7570A,30/01/2016,08:29:00,33,235,32,10,22,,,,,,,,,,,,,,,71,299
M6/7570A,30/01/2016,08:44:00,34,260,28,16,21,,,,,,,,,,,,,,,70,325
M6/7570A,30/01/2016,08:59:00,35,260,22,19,15,,,,,,,,,,,,,,,72,316
M6/7570A,30/01/2016,09:14:00,36,264,16,11,29,,,,,,,,,,,,,,,71,320
M6/7570A,30/01/2016,09:29:00,37,350,22,8,22,,,,,,,,,,,,,,,71,402
M6/7570A,30/01/2016,09:44:00,38,347,32,17,19,,,,,,,,,,,,,,,71,415
M6/7570A,30/01/2016,09:59:00,39,406,26,9,24,,,,,,,,,,,,,,,70,465
M6/7570A,30/01/2016,10:14:00,40,435,20,15,18,,,,,,,,,,,,,,,70,488
M6/7570A,30/01/2016,10:29:00,41,397,26,13,20,,,,,,,,,,,,,,,70,456
M6/7570A,30/01/2016,10:44:00,42,454,21,10,22,,,,,,,,,,,,,,,69,507
M6/7570A,30/01/2016,10:59:00,43,417,29,13,23,,,,,,,,,,,,,,,71,482
M6/7570A,30/01/2016,11:14:00,44,526,17,17,27,,,,,,,,,,,,,,,71,587
M6/7570A,30/01/2016,11:29:00,45,452,28,17,16,,,,,,,,,,,,,,,71,513
M6/7570A,30/01/2016,11:44:00,46,521,25,16,18,,,,,,,,,,,,,,,72,580
M6/7570A,30/01/2016,11:59:00,47,434,21,13,16,,,,,,,,,,,,,,,70,484
M6/7570A,30/01/2016,12:14:00,48,470,26,10,14,,,,,,,,,,,,,,,71,520
M6/7570A,30/01/2016,12:29:00,49,487,26,18,28,,,,,,,,,,,,,,,70,559
M6/7570A,30/01/2016,12:44:00,50,445,22,11,16,,,,,,,,,,,,,,,72,494
M6/7570A,30/01/2016,12:59:00,51,417,28,10,19,,,,,,,,,,,,,,,70,474
M6/7570A,30/01/2016,13:14:00,52,422,24,12,15,,,,,,,,,,,,,,,71,473
M6/7570A,30/01/2016,13:29:00,53,439,23,12,27,,,,,,,,,,,,,,,70,501
M6/7570A,30/01/2016,13:44:00,54,393,20,11,15,,,,,,,,,,,,,,,71,439
M6/7570A,30/01/2016,13:59:00,55,400,27,7,14,,,,,,,,,,,,,,,72,448
M6/7570A,30/01/2016,14:14:00,56,393,21,10,14,,,,,,,,,,,,,,,72,438
M6/7570A,30/01/2016,14:29:00,57,384,21,10,15,,,,,,,,,,,,,,,70,430
M6/7570A,30/01/2016,14:44:00,58,392,28,8,12,,,,,,,,,,,,,,,71,440
M6/7570A,30/01/2016,14:59:00,59,329,21,9,9,,,,,,,,,,,,,,,72,368
M6/7570A,30/01/2016,15:14:00,60,367,13,10,12,,,,,,,,,,,,,,,70,402
M6/7570A,30/01/2016,15:29:00,61,368,19,12,15,,,,,,,,,,,,,,,70,414
M6/7570A,30/01/2016,15:44:00,62,369,17,12,10,,,,,,,,,,,,,,,70,408
M6/7570A,30/01/2016,15:59:00,63,356,17,9,13,,,,,,,,,,,,,,,72,395
M6/7570A,30/01/2016,16:14:00,64,367,24,10,19,,,,,,,,,,,,,,,70,420
M6/7570A,30/01/2016,16:29:00,65,347,24,15,14,,,,,,,,,,,,,,,72,400
M6/7570A,30/01/2016,16:44:00,66,323,19,13,6,,,,,,,,,,,,,,,70,361
M6/7570A,30/01/2016,16:59:00,67,320,28,7,13,,,,,,,,,,,,,,,68,368
M6/7570A,30/01/2016,17:14:00,68,366,18,9,11,,,,,,,,,,,,,,,69,404
M6/7570A,30/01/2016,17:29:00,69,368,17,19,10,,,,,,,,,,,,,,,69,414
M6/7570A,30/01/2016,17:44:00,70,376,18,9,13,,,,,,,,,,,,,,,69,416
M6/7570A,30/01/2016,17:59:00,71,340,12,2,10,,,,,,,,,,,,,,,70,364
M6/7570A,30/01/2016,18:14:00,72,273,13,3,3,,,,,,,,,,,,,,,71,292
M6/7570A,30/01/2016,18:29:00,73,279,17,2,14,,,,,,,,,,,,,,,70,312
M6/7570A,30/01/2016,18:44:00,74,271,11,4,11,,,,,,,,,,,,,,,71,297
M6/7570A,30/01/2016,18:59:00,75,229,7,5,18,,,,,,,,,,,,,,,70,259
M6/7570A,30/01/2016,19:14:00,76,217,14,6,12,,,,,,,,,,,,,,,69,249
M6/7570A,30/01/2016,19:29:00,77,169,14,3,11,,,,,,,,,,,,,,,69,197
M6/7570A,30/01/2016,19:44:00,78,192,10,4,10,,,,,,,,,,,,,,,70,216
M6/7570A,30/01/2016,19:59:00,79,147,14,4,15,,,,,,,,,,,,,,,70,180
M6/7570A,30/01/2016,20:14:00,80,169,16,4,12,,,,,,,,,,,,,,,70,201
M6/7570A,30/01/2016,20:29:00,81,172,14,5,8,,,,,,,,,,,,,,,68,199
M6/7570A,30/01/2016,20:44:00,82,209,16,2,8,,,,,,,,,,,,,,,70,235
M6/7570A,30/01/2016,20:59:00,83,184,11,3,14,,,,,,,,,,,,,,,70,212
M6/7570A,30/01/2016,21:14:00,84,158,9,3,5,,,,,,,,,,,,,,,72,175
M6/7570A,30/01/2016,21:29:00,85,126,15,2,8,,,,,,,,,,,,,,,73,151
M6/7570A,30/01/2016,21:44:00,86,128,8,7,8,,,,,,,,,,,,,,,71,151
M6/7570A,30/01/2016,21:59:00,87,103,8,8,7,,,,,,,,,,,,,,,72,126
M6/7570A,30/01/2016,22:14:00,88,93,10,2,11,,,,,,,,,,,,,,,67,116
M6/7570A,30/01/2016,22:29:00,89,78,9,4,15,,,,,,,,,,,,,,,67,106
M6/7570A,30/01/2016,22:44:00,90,66,10,5,7,,,,,,,,,,,,,,,70,88
M6/7570A,30/01/2016,22:59:00,91,83,3,4,13,,,,,,,,,,,,,,,69,103
M6/7570A,30/01/2016,23:14:00,92,73,5,6,15,,,,,,,,,,,,,,,70,99
M6/7570A,30/01/2016,23:29:00,93,75,3,2,17,,,,,,,,,,,,,,,68,97
M6/7570A,30/01/2016,23:44:00,94,80,1,4,13,,,,,,,,,,,,,,,69,98
M6/7570A,30/01/2016,23:59:00,95,63,2,0,9,,,,,,,,,,,,,,,70,74
M6/7570A,31/01/2016,00:14:00,0,56,3,2,3,,,,,,,,,,,,,,,69,64
M6/7570A,31/01/2016,00:29:00,1,46,3,1,5,,,,,,,,,,,,,,,68,55
M6/7570A,31/01/2016,00:44:00,2,42,5,1,12,,,,,,,,,,,,,,,64,60
M6/7570A,31/01/2016,00:59:00,3,27,4,2,12,,,,,,,,,,,,,,,65,45
M6/7570A,31/01/2016,01:14:00,4,34,3,2,11,,,,,,,,,,,,,,,63,50
M6/7570A,31/01/2016,01:29:00,5,30,3,1,13,,,,,,,,,,,,,,,65,47
M6/7570A,31/01/2016,01:44:00,6,27,3,1,19,,,,,,,,,,,,,,,62,50
M6/7570A,31/01/2016,01:59:00,7,24,2,3,10,,,,,,,,,,,,,,,65,39
M6/7570A,31/01/2016,02:14:00,8,19,2,3,14,,,,,,,,,,,,,,,65,38
M6/7570A,31/01/2016,02:29:00,9,16,3,3,10,,,,,,,,,,,,,,,63,32
M6/7570A,31/01/2016,02:44:00,10,12,3,5,11,,,,,,,,,,,,,,,61,31
M6/7570A,31/01/2016,02:59:00,11,17,5,1,13,,,,,,,,,,,,,,,62,36
M6/7570A,31/01/2016,03:14:00,12,19,2,1,6,,,,,,,,,,,,,,,66,28
M6/7570A,31/01/2016,03:29:00,13,23,2,1,15,,,,,,,,,,,,,,,64,41
M6/7570A,31/01/2016,03:44:00,14,8,3,4,14,,,,,,,,,,,,,,,60,29
M6/7570A,31/01/2016,03:59:00,15,17,2,3,14,,,,,,,,,,,,,,,63,36
M6/7570A,31/01/2016,04:14:00,16,13,2,7,7,,,,,,,,,,,,,,,64,29
M6/7570A,31/01/2016,04:29:00,17,11,2,5,9,,,,,,,,,,,,,,,60,27
M6/7570A,31/01/2016,04:44:00,18,8,4,8,8,,,,,,,,,,,,,,,62,28
M6/7570A,31/01/2016,04:59:00,19,6,5,9,14,,,,,,,,,,,,,,,62,34
M6/7570A,31/01/2016,05:14:00,20,23,9,6,13,,,,,,,,,,,,,,,63,51
M6/7570A,31/01/2016,05:29:00,21,16,5,4,19,,,,,,,,,,,,,,,61,44
M6/7570A,31/01/2016,05:44:00,22,30,6,4,11,,,,,,,,,,,,,,,66,51
M6/7570A,31/01/2016,05:59:00,23,36,3,5,12,,,,,,,,,,,,,,,68,56
M6/7570A,31/01/2016,06:14:00,24,34,8,7,14,,,,,,,,,,,,,,,66,63
M6/7570A,31/01/2016,06:29:00,25,56,8,3,7,,,,,,,,,,,,,,,70,74
M6/7570A,31/01/2016,06:44:00,26,50,5,6,11,,,,,,,,,,,,,,,68,72
M6/7570A,31/01/2016,06:59:00,27,38,13,10,12,,,,,,,,,,,,,,,66,73
M6/7570A,31/01/2016,07:14:00,28,62,9,9,12,,,,,,,,,,,,,,,69,92
M6/7570A,31/01/2016,07:29:00,29,75,10,5,14,,,,,,,,,,,,,,,68,104
M6/7570A,31/01/2016,07:44:00,30,63,17,5,14,,,,,,,,,,,,,,,68,99
M6/7570A,31/01/2016,07:59:00,31,75,8,6,10,,,,,,,,,,,,,,,69,99
M6/7570A,31/01/2016,08:14:00,32,127,14,8,10,,,,,,,,,,,,,,,71,159
M6/7570A,31/01/2016,08:29:00,33,128,14,7,11,,,,,,,,,,,,,,,73,160
M6/7570A,31/01/2016,08:44:00,34,164,22,10,13,,,,,,,,,,,,,,,71,209
M6/7570A,31/01/2016,08:59:00,35,172,23,10,16,,,,,,,,,,,,,,,70,221
M6/7570A,31/01/2016,09:14:00,36,199,16,11,21,,,,,,,,,,,,,,,70,247
M6/7570A,31/01/2016,09:29:00,37,266,15,10,18,,,,,,,,,,,,,,,70,309
M6/7570A,31/01/2016,09:44:00,38,281,16,6,14,,,,,,,,,,,,,,,70,317
M6/7570A,31/01/2016,09:59:00,39,360,20,6,20,,,,,,,,,,,,,,,72,406
M6/7570A,31/01/2016,10:14:00,40,359,17,7,20,,,,,,,,,,,,,,,71,403
M6/7570A,31/01/2016,10:29:00,41,394,23,10,23,,,,,,,,,,,,,,,70,450
M6/7570A,31/01/2016,10:44:00,42,416,24,6,15,,,,,,,,,,,,,,,70,461
M6/7570A,31/01/2016,10:59:00,43,449,19,14,19,,,,,,,,,,,,,,,71,501
M6/7570A,31/01/2016,11:14:00,44,475,25,11,22,,,,,,,,,,,,,,,70,533
M6/7570A,31/01/2016,11:29:00,45,456,25,12,16,,,,,,,,,,,,,,,71,509
M6/7570A,31/01/2016,11:44:00,46,429,15,15,17,,,,,,,,,,,,,,,70,476
M6/7570A,31/01/2016,11:59:00,47,426,23,14,14,,,,,,,,,,,,,,,71,477
M6/7570A,31/01/2016,12:14:00,48,449,30,13,22,,,,,,,,,,,,,,,71,514
M6/7570A,31/01/2016,12:29:00,49,449,25,12,17,,,,,,,,,,,,,,,71,503
M6/7570A,31/01/2016,12:44:00,50,431,24,6,17,,,,,,,,,,,,,,,71,478
M6/7570A,31/01/2016,12:59:00,51,466,23,8,20,,,,,,,,,,,,,,,70,517
M6/7570A,31/01/2016,13:14:00,52,459,24,7,14,,,,,,,,,,,,,,,71,504
M6/7570A,31/01/2016,13:29:00,53,456,18,10,34,,,,,,,,,,,,,,,70,518
M6/7570A,31/01/2016,13:44:00,54,459,16,10,19,,,,,,,,,,,,,,,71,504
M6/7570A,31/01/2016,13:59:00,55,411,20,10,20,,,,,,,,,,,,,,,71,461
M6/7570A,31/01/2016,14:14:00,56,434,20,16,29,,,,,,,,,,,,,,,71,499
M6/7570A,31/01/2016,14:29:00,57,406,34,15,17,,,,,,,,,,,,,,,71,472
M6/7570A,31/01/2016,14:44:00,58,466,20,13,22,,,,,,,,,,,,,,,71,521
M6/7570A,31/01/2016,14:59:00,59,448,31,11,19,,,,,,,,,,,,,,,69,509
M6/7570A,31/01/2016,15:14:00,60,442,37,11,23,,,,,,,,,,,,,,,69,513
M6/7570A,31/01/2016,15:29:00,61,485,21,6,22,,,,,,,,,,,,,,,70,534
M6/7570A,31/01/2016,15:44:00,62,460,23,14,28,,,,,,,,,,,,,,,70,525
M6/7570A,31/01/2016,15:59:00,63,477,18,12,14,,,,,,,,,,,,,,,69,521
M6/7570A,31/01/2016,16:14:00,64,492,34,19,18,,,,,,,,,,,,,,,68,563
M6/7570A,31/01/2016,16:29:00,65,487,24,18,24,,,,,,,,,,,,,,,65,553
M6/7570A,31/01/2016,16:44:00,66,512,26,11,30,,,,,,,,,,,,,,,66,579
M6/7570A,31/01/2016,16:59:00,67,413,25,21,21,,,,,,,,,,,,,,,65,480
M6/7570A,31/01/2016,17:14:00,68,483,23,11,32,,,,,,,,,,,,,,,63,549
M6/7570A,31/01/2016,17:29:00,69,391,26,15,17,,,,,,,,,,,,,,,63,449
M6/7570A,31/01/2016,17:44:00,70,405,18,12,21,,,,,,,,,,,,,,,64,456
M6/7570A,31/01/2016,17:59:00,71,402,17,8,29,,,,,,,,,,,,,,,65,456
M6/7570A,31/01/2016,18:14:00,72,348,23,6,14,,,,,,,,,,,,,,,67,391
M6/7570A,31/01/2016,18:29:00,73,357,16,5,25,,,,,,,,,,,,,,,65,403
M6/7570A,31/01/2016,18:44:00,74,334,19,4,20,,,,,,,,,,,,,,,66,377
M6/7570A,31/01/2016,18:59:00,75,340,21,8,12,,,,,,,,,,,,,,,67,381
M6/7570A,31/01/2016,19:14:00,76,308,14,9,23,,,,,,,,,,,,,,,68,354
M6/7570A,31/01/2016,19:29:00,77,291,16,6,15,,,,,,,,,,,,,,,68,328
M6/7570A,31/01/2016,19:44:00,78,272,8,3,16,,,,,,,,,,,,,,,67,299
M6/7570A,31/01/2016,19:59:00,79,245,15,6,17,,,,,,,,,,,,,,,68,283
M6/7570A,31/01/2016,20:14:00,80,218,11,5,24,,,,,,,,,,,,,,,68,258
M6/7570A,31/01/2016,20:29:00,81,247,12,11,22,,,,,,,,,,,,,,,69,292
M6/7570A,31/01/2016,20:44:00,82,186,8,10,16,,,,,,,,,,,,,,,69,220
M6/7570A,31/01/2016,20:59:00,83,193,10,6,18,,,,,,,,,,,,,,,70,227
M6/7570A,31/01/2016,21:14:00,84,150,11,7,13,,,,,,,,,,,,,,,70,181
M6/7570A,31/01/2016,21:29:00,85,158,8,7,22,,,,,,,,,,,,,,,69,195
M6/7570A,31/01/2016,21:44:00,86,140,2,13,16,,,,,,,,,,,,,,,69,171
M6/7570A,31/01/2016,21:59:00,87,131,8,3,15,,,,,,,,,,,,,,,70,157
M6/7570A,31/01/2016,22:14:00,88,97,8,5,19,,,,,,,,,,,,,,,69,129
M6/7570A,31/01/2016,22:29:00,89,103,2,7,20,,,,,,,,,,,,,,,68,132
M6/7570A,31/01/2016,22:44:00,90,69,9,5,17,,,,,,,,,,,,,,,67,100
M6/7570A,31/01/2016,22:59:00,91,75,2,5,23,,,,,,,,,,,,,,,66,105
M6/7570A,31/01/2016,23:14:00,92,58,5,6,14,,,,,,,,,,,,,,,67,83
M6/7570A,31/01/2016,23:29:00,93,57,7,1,21,,,,,,,,,,,,,,,67,86
M6/7570A,31/01/2016,23:44:00,94,53,8,6,20,,,,,,,,,,,,,,,67,87
M6/7570A,31/01/2016,23:59:00,95,36,7,3,15,,,,,,,,,,,,,,,66,61
M6/7570A,01/02/2016,00:14:00,0,37,5,8,19,,,,,,,,,,,,,,,64,69
M6/7570A,01/02/2016,00:29:00,1,38,5,6,12,,,,,,,,,,,,,,,66,61
M6/7570A,01/02/2016,00:44:00,2,22,6,4,21,,,,,,,,,,,,,,,63,53
M6/7570A,01/02/2016,00:59:00,3,26,4,9,19,,,,,,,,,,,,,,,64,58
M6/7570A,01/02/2016,01:14:00,4,24,6,3,30,,,,,,,,,,,,,,,63,63
M6/7570A,01/02/2016,01:29:00,5,12,3,6,27,,,,,,,,,,,,,,,63,48
M6/7570A,01/02/2016,01:44:00,6,15,4,7,26,,,,,,,,,,,,,,,62,52
M6/7570A,01/02/2016,01:59:00,7,15,3,10,14,,,,,,,,,,,,,,,64,42
M6/7570A,01/02/2016,02:14:00,8,18,3,9,26,,,,,,,,,,,,,,,61,56
M6/7570A,01/02/2016,02:29:00,9,5,4,5,22,,,,,,,,,,,,,,,61,36
M6/7570A,01/02/2016,02:44:00,10,10,7,5,25,,,,,,,,,,,,,,,60,47
M6/7570A,01/02/2016,02:59:00,11,17,3,8,17,,,,,,,,,,,,,,,64,45
M6/7570A,01/02/2016,03:14:00,12,18,4,9,15,,,,,,,,,,,,,,,62,46
M6/7570A,01/02/2016,03:29:00,13,22,4,8,23,,,,,,,,,,,,,,,64,57
M6/7570A,01/02/2016,03:44:00,14,24,9,14,16,,,,,,,,,,,,,,,63,63
M6/7570A,01/02/2016,03:59:00,15,29,11,11,25,,,,,,,,,,,,,,,64,76
M6/7570A,01/02/2016,04:14:00,16,36,10,15,31,,,,,,,,,,,,,,,63,92
M6/7570A,01/02/2016,04:29:00,17,64,17,20,29,,,,,,,,,,,,,,,67,130
M6/7570A,01/02/2016,04:44:00,18,68,19,32,32,,,,,,,,,,,,,,,67,151
M6/7570A,01/02/2016,04:59:00,19,107,29,33,38,,,,,,,,,,,,,,,68,207
M6/7570A,01/02/2016,05:14:00,20,88,25,38,49,,,,,,,,,,,,,,,67,200
M6/7570A,01/02/2016,05:29:00,21,133,34,28,54,,,,,,,,,,,,,,,68,249
M6/7570A,01/02/2016,05:44:00,22,143,40,36,47,,,,,,,,,,,,,,,68,266
M6/7570A,01/02/2016,05:59:00,23,201,31,46,61,,,,,,,,,,,,,,,68,339
M6/7570A,01/02/2016,06:14:00,24,249,70,57,63,,,,,,,,,,,,,,,69,439
M6/7570A,01/02/2016,06:29:00,25,323,86,63,64,,,,,,,,,,,,,,,68,536
M6/7570A,01/02/2016,06:44:00,26,406,90,59,60,,,,,,,,,,,,,,,69,615
M6/7570A,01/02/2016,06:59:00,27,474,97,53,62,,,,,,,,,,,,,,,68,686
M6/7570A,01/02/2016,07:14:00,28,493,115,60,52,,,,,,,,,,,,,,,68,720
M6/7570A,01/02/2016,07:29:00,29,487,92,72,55,,,,,,,,,,,,,,,67,706
M6/7570A,01/02/2016,07:44:00,30,501,98,69,54,,,,,,,,,,,,,,,69,722
M6/7570A,01/02/2016,07:59:00,31,467,92,59,59,,,,,,,,,,,,,,,68,677
M6/7570A,01/02/2016,08:14:00,32,471,73,63,52,,,,,,,,,,,,,,,69,659
M6/7570A,01/02/2016,08:29:00,33,455,74,62,46,,,,,,,,,,,,,,,70,637
M6/7570A,01/02/2016,08:44:00,34,480,76,53,59,,,,,,,,,,,,,,,69,668
M6/7570A,01/02/2016,08:59:00,35,454,94,49,58,,,,,,,,,,,,,,,70,655
M6/7570A,01/02/2016,09:14:00,36,475,100,56,48,,,,,,,,,,,,,,,70,679
M6/7570A,01/02/2016,09:29:00,37,446,72,56,49,,,,,,,,,,,,,,,69,623
M6/7570A,01/02/2016,09:44:00,38,424,71,52,53,,,,,,,,,,,,,,,69,600
M6/7570A,01/02/2016,09:59:00,39,350,53,34,57,,,,,,,,,,,,,,,69,494
M6/7570A,01/02/2016,10:14:00,40,330,69,40,42,,,,,,,,,,,,,,,69,481
M6/7570A,01/02/2016,10:29:00,41,358,53,26,52,,,,,,,,,,,,,,,68,489
M6/7570A,01/02/2016,10:44:00,42,350,43,44,56,,,,,,,,,,,,,,,68,493
M6/7570A,01/02/2016,10:59:00,43,365,44,52,62,,,,,,,,,,,,,,,66,523
M6/7570A,01/02/2016,11:14:00,44,354,36,33,64,,,,,,,,,,,,,,,67,487
M6/7570A,01/02/2016,11:29:00,45,346,43,43,45,,,,,,,,,,,,,,,67,477
M6/7570A,01/02/2016,11:44:00,46,396,42,25,48,,,,,,,,,,,,,,,67,511
M6/7570A,01/02/2016,11:59:00,47,312,36,40,55,,,,,,,,,,,,,,,68,443
M6/7570A,01/02/2016,12:14:00,48,350,33,31,51,,,,,,,,,,,,,,,67,465
M6/7570A,01/02/2016,12:29:00,49,383,34,35,53,,,,,,,,,,,,,,,67,505
M6/7570A,01/02/2016,12:44:00,50,355,38,24,47,,,,,,,,,,,,,,,68,464
M6/7570A,01/02/2016,12:59:00,51,302,33,41,40,,,,,,,,,,,,,,,67,416
M6/7570A,01/02/2016,13:14:00,52,308,33,38,53,,,,,,,,,,,,,,,66,432
M6/7570A,01/02/2016,13:29:00,53,303,56,30,51,,,,,,,,,,,,,,,67,440
M6/7570A,01/02/2016,13:44:00,54,332,50,33,65,,,,,,,,,,,,,,,66,480
M6/7570A,01/02/2016,13:59:00,55,332,45,31,59,,,,,,,,,,,,,,,67,467
M6/7570A,01/02/2016,14:14:00,56,344,46,36,45,,,,,,,,,,,,,,,67,471
M6/7570A,01/02/2016,14:29:00,57,343,30,27,53,,,,,,,,,,,,,,,66,453
M6/7570A,01/02/2016,14:44:00,58,309,37,25,63,,,,,,,,,,,,,,,68,434
M6/7570A,01/02/2016,14:59:00,59,355,29,29,47,,,,,,,,,,,,,,,69,460
M6/7570A,01/02/2016,15:14:00,60,354,44,35,74,,,,,,,,,,,,,,,67,507
M6/7570A,01/02/2016,15:29:00,61,366,44,28,52,,,,,,,,,,,,,,,69,490
M6/7570A,01/02/2016,15:44:00,62,330,32,28,63,,,,,,,,,,,,,,,68,453
M6/7570A,01/02/2016,15:59:00,63,407,45,35,44,,,,,,,,,,,,,,,68,531
M6/7570A,01/02/2016,16:14:00,64,421,37,22,61,,,,,,,,,,,,,,,69,541
M6/7570A,01/02/2016,16:29:00,65,454,42,23,68,,,,,,,,,,,,,,,69,587
M6/7570A,01/02/2016,16:44:00,66,410,44,18,63,,,,,,,,,,,,,,,68,535
