Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M6/7570A,01/01/2016,00:14:00,0,13,1,1,4,,,,,,,,,,,,,,,67,19
M6/7570A,01/01/2016,00:29:00,1,16,0,1,4,,,,,,,,,,,,,,,66,21
M6/7570A,01/01/2016,00:44:00,2,42,0,1,5,,,,,,,,,,,,,,,65,48
M6/7570A,01/01/2016,00:59:00,3,35,1,0,6,,,,,,,,,,,,,,,66,42
M6/7570A,01/01/2016,01:14:00,4,30,1,2,5,,,,,,,,,,,,,,,67,38
M6/7570A,01/01/2016,01:29:00,5,31,0,3,4,,,,,,,,,,,,,,,64,38
M6/7570A,01/01/2016,01:44:00,6,39,3,2,6,,,,,,,,,,,,,,,65,50
M6/7570A,01/01/2016,01:59:00,7,33,2,0,5,,,,,,,,,,,,,,,65,40
M6/7570A,01/01/2016,02:14:00,8,28,3,1,3,,,,,,,,,,,,,,,67,35
M6/7570A,01/01/2016,02:29:00,9,17,1,2,4,,,,,,,,,,,,,,,66,24
M6/7570A,01/01/2016,02:44:00,10,20,2,0,4,,,,,,,,,,,,,,,67,26
M6/7570A,01/01/2016,02:59:00,11,14,3,2,0,,,,,,,,,,,,,,,68,19
M6/7570A,01/01/2016,03:14:00,12,14,1,0,7,,,,,,,,,,,,,,,66,22
M6/7570A,01/01/2016,03:29:00,13,11,0,2,4,,,,,,,,,,,,,,,64,17
M6/7570A,01/01/2016,03:44:00,14,7,0,0,6,,,,,,,,,,,,,,,62,13
M6/7570A,01/01/2016,03:59:00,15,10,1,3,4,,,,,,,,,,,,,,,64,18
M6/7570A,01/01/2016,04:14:00,16,14,2,3,5,,,,,,,,,,,,,,,65,24
M6/7570A,01/01/2016,04:29:00,17,9,1,1,8,,,,,,,,,,,,,,,64,19
M6/7570A,01/01/2016,04:44:00,18,7,1,1,6,,,,,,,,,,,,,,,62,15
M6/7570A,01/01/2016,04:59:00,19,15,5,3,5,,,,,,,,,,,,,,,64,28
M6/7570A,01/01/2016,05:14:00,20,12,4,0,4,,,,,,,,,,,,,,,64,20
M6/7570A,01/01/2016,05:29:00,21,13,1,4,3,,,,,,,,,,,,,,,66,21
M6/7570A,01/01/2016,05:44:00,22,17,1,3,11,,,,,,,,,,,,,,,61,32
M6/7570A,01/01/2016,05:59:00,23,15,2,0,3,,,,,,,,,,,,,,,65,20
M6/7570A,01/01/2016,06:14:00,24,28,6,0,6,,,,,,,,,,,,,,,65,40
M6/7570A,01/01/2016,06:29:00,25,30,2,0,7,,,,,,,,,,,,,,,64,39
M6/7570A,01/01/2016,06:44:00,26,22,1,3,8,,,,,,,,,,,,,,,69,34
M6/7570A,01/01/2016,06:59:00,27,31,2,2,2,,,,,,,,,,,,,,,68,37
M6/7570A,01/01/2016,07:14:00,28,37,3,2,11,,,,,,,,,,,,,,,66,53
M6/7570A,01/01/2016,07:29:00,29,43,1,1,6,,,,,,,,,,,,,,,69,51
M6/7570A,01/01/2016,07:44:00,30,51,1,1,6,,,,,,,,,,,,,,,70,59
M6/7570A,01/01/2016,07:59:00,31,58,4,2,7,,,,,,,,,,,,,,,70,71
M6/7570A,01/01/2016,08:14:00,32,48,3,2,9,,,,,,,,,,,,,,,70,62
M6/7570A,01/01/2016,08:29:00,33,63,5,1,7,,,,,,,,,,,,,,,71,76
M6/7570A,01/01/2016,08:44:00,34,82,11,4,9,,,,,,,,,,,,,,,69,106
M6/7570A,01/01/2016,08:59:00,35,93,6,4,8,,,,,,,,,,,,,,,71,111
M6/7570A,01/01/2016,09:14:00,36,96,7,1,4,,,,,,,,,,,,,,,70,108
M6/7570A,01/01/2016,09:29:00,37,107,8,3,4,,,,,,,,,,,,,,,70,122
M6/7570A,01/01/2016,09:44:00,38,156,7,2,8,,,,,,,,,,,,,,,72,173
M6/7570A,01/01/2016,09:59:00,39,181,5,2,17,,,,,,,,,,,,,,,71,205
M6/7570A,01/01/2016,10:14:00,40,202,8,2,11,,,,,,,,,,,,,,,71,223
M6/7570A,01/01/2016,10:29:00,41,201,8,2,6,,,,,,,,,,,,,,,71,217
M6/7570A,01/01/2016,10:44:00,42,251,11,1,6,,,,,,,,,,,,,,,72,269
M6/7570A,01/01/2016,10:59:00,43,301,12,2,8,,,,,,,,,,,,,,,72,323
M6/7570A,01/01/2016,11:14:00,44,272,14,4,9,,,,,,,,,,,,,,,71,299
M6/7570A,01/01/2016,11:29:00,45,327,11,1,7,,,,,,,,,,,,,,,72,346
M6/7570A,01/01/2016,11:44:00,46,373,6,4,6,,,,,,,,,,,,,,,72,389
M6/7570A,01/01/2016,11:59:00,47,387,13,5,6,,,,,,,,,,,,,,,73,411
M6/7570A,01/01/2016,12:14:00,48,373,7,2,13,,,,,,,,,,,,,,,73,395
M6/7570A,01/01/2016,12:29:00,49,380,8,5,10,,,,,,,,,,,,,,,74,403
M6/7570A,01/01/2016,12:44:00,50,385,6,7,13,,,,,,,,,,,,,,,73,411
M6/7570A,01/01/2016,12:59:00,51,351,17,3,10,,,,,,,,,,,,,,,73,381
M6/7570A,01/01/2016,13:14:00,52,358,13,3,14,,,,,,,,,,,,,,,72,388
M6/7570A,01/01/2016,13:29:00,53,399,9,2,10,,,,,,,,,,,,,,,73,420
M6/7570A,01/01/2016,13:44:00,54,383,22,4,9,,,,,,,,,,,,,,,74,418
M6/7570A,01/01/2016,13:59:00,55,327,16,2,9,,,,,,,,,,,,,,,74,354
M6/7570A,01/01/2016,14:14:00,56,362,13,3,14,,,,,,,,,,,,,,,73,392
M6/7570A,01/01/2016,14:29:00,57,384,10,2,14,,,,,,,,,,,,,,,73,410
M6/7570A,01/01/2016,14:44:00,58,332,10,4,5,,,,,,,,,,,,,,,73,351
M6/7570A,01/01/2016,14:59:00,59,314,12,7,2,,,,,,,,,,,,,,,73,335
M6/7570A,01/01/2016,15:14:00,60,313,14,1,9,,,,,,,,,,,,,,,73,337
M6/7570A,01/01/2016,15:29:00,61,324,15,6,10,,,,,,,,,,,,,,,73,355
M6/7570A,01/01/2016,15:44:00,62,285,6,4,9,,,,,,,,,,,,,,,73,304
M6/7570A,01/01/2016,15:59:00,63,299,18,2,7,,,,,,,,,,,,,,,73,326
M6/7570A,01/01/2016,16:14:00,64,258,7,1,13,,,,,,,,,,,,,,,72,279
M6/7570A,01/01/2016,16:29:00,65,255,8,1,12,,,,,,,,,,,,,,,71,276
M6/7570A,01/01/2016,16:44:00,66,235,15,1,9,,,,,,,,,,,,,,,73,260
M6/7570A,01/01/2016,16:59:00,67,228,12,2,7,,,,,,,,,,,,,,,72,249
M6/7570A,01/01/2016,17:14:00,68,214,10,3,8,,,,,,,,,,,,,,,73,235
M6/7570A,01/01/2016,17:29:00,69,218,6,8,9,,,,,,,,,,,,,,,70,241
M6/7570A,01/01/2016,17:44:00,70,175,15,3,7,,,,,,,,,,,,,,,70,200
M6/7570A,01/01/2016,17:59:00,71,180,11,4,3,,,,,,,,,,,,,,,72,198
M6/7570A,01/01/2016,18:14:00,72,133,3,3,6,,,,,,,,,,,,,,,71,145
M6/7570A,01/01/2016,18:29:00,73,150,8,2,5,,,,,,,,,,,,,,,70,165
M6/7570A,01/01/2016,18:44:00,74,164,7,2,8,,,,,,,,,,,,,,,71,181
M6/7570A,01/01/2016,18:59:00,75,170,5,5,7,,,,,,,,,,,,,,,71,187
M6/7570A,01/01/2016,19:14:00,76,155,4,4,4,,,,,,,,,,,,,,,70,167
M6/7570A,01/01/2016,19:29:00,77,134,8,1,6,,,,,,,,,,,,,,,70,149
M6/7570A,01/01/2016,19:44:00,78,112,3,3,8,,,,,,,,,,,,,,,70,126
M6/7570A,01/01/2016,19:59:00,79,120,3,1,7,,,,,,,,,,,,,,,70,131
M6/7570A,01/01/2016,20:14:00,80,89,5,1,9,,,,,,,,,,,,,,,70,104
M6/7570A,01/01/2016,20:29:00,81,100,3,1,10,,,,,,,,,,,,,,,70,114
M6/7570A,01/01/2016,20:44:00,82,96,5,3,7,,,,,,,,,,,,,,,71,111
M6/7570A,01/01/2016,20:59:00,83,103,8,2,7,,,,,,,,,,,,,,,72,120
M6/7570A,01/01/2016,21:14:00,84,72,4,2,7,,,,,,,,,,,,,,,68,85
M6/7570A,01/01/2016,21:29:00,85,89,4,1,7,,,,,,,,,,,,,,,69,101
M6/7570A,01/01/2016,21:44:00,86,66,3,1,17,,,,,,,,,,,,,,,69,87
M6/7570A,01/01/2016,21:59:00,87,57,2,3,6,,,,,,,,,,,,,,,69,68
M6/7570A,01/01/2016,22:14:00,88,54,2,0,9,,,,,,,,,,,,,,,69,65
M6/7570A,01/01/2016,22:29:00,89,61,4,1,11,,,,,,,,,,,,,,,69,77
M6/7570A,01/01/2016,22:44:00,90,43,1,2,7,,,,,,,,,,,,,,,69,53
M6/7570A,01/01/2016,22:59:00,91,46,3,2,9,,,,,,,,,,,,,,,68,60
M6/7570A,01/01/2016,23:14:00,92,53,3,2,9,,,,,,,,,,,,,,,68,67
M6/7570A,01/01/2016,23:29:00,93,32,4,2,12,,,,,,,,,,,,,,,66,50
M6/7570A,01/01/2016,23:44:00,94,33,7,3,12,,,,,,,,,,,,,,,64,55
M6/7570A,01/01/2016,23:59:00,95,22,1,2,9,,,,,,,,,,,,,,,63,34
M6/7570A,02/01/2016,00:14:00,0,26,4,7,7,,,,,,,,,,,,,,,65,44
M6/7570A,02/01/2016,00:29:00,1,22,1,3,10,,,,,,,,,,,,,,,63,36
M6/7570A,02/01/2016,00:44:00,2,19,0,2,11,,,,,,,,,,,,,,,63,32
M6/7570A,02/01/2016,00:59:00,3,18,2,2,10,,,,,,,,,,,,,,,62,32
M6/7570A,02/01/2016,01:14:00,4,15,0,1,10,,,,,,,,,,,,,,,62,26
M6/7570A,02/01/2016,01:29:00,5,16,1,1,8,,,,,,,,,,,,,,,64,26
M6/7570A,02/01/2016,01:44:00,6,14,2,4,21,,,,,,,,,,,,,,,62,41
M6/7570A,02/01/2016,01:59:00,7,4,2,3,11,,,,,,,,,,,,,,,61,20
M6/7570A,02/01/2016,02:14:00,8,11,2,2,17,,,,,,,,,,,,,,,61,32
M6/7570A,02/01/2016,02:29:00,9,9,1,1,18,,,,,,,,,,,,,,,59,29
M6/7570A,02/01/2016,02:44:00,10,7,2,0,14,,,,,,,,,,,,,,,58,23
M6/7570A,02/01/2016,02:59:00,11,9,3,0,8,,,,,,,,,,,,,,,63,20
M6/7570A,02/01/2016,03:14:00,12,6,2,2,13,,,,,,,,,,,,,,,58,23
M6/7570A,02/01/2016,03:29:00,13,12,0,4,15,,,,,,,,,,,,,,,64,31
M6/7570A,02/01/2016,03:44:00,14,4,1,2,12,,,,,,,,,,,,,,,58,19
M6/7570A,02/01/2016,03:59:00,15,3,1,6,15,,,,,,,,,,,,,,,57,25
M6/7570A,02/01/2016,04:14:00,16,10,3,1,10,,,,,,,,,,,,,,,62,24
M6/7570A,02/01/2016,04:29:00,17,16,1,11,14,,,,,,,,,,,,,,,63,42
M6/7570A,02/01/2016,04:44:00,18,12,1,7,10,,,,,,,,,,,,,,,61,30
M6/7570A,02/01/2016,04:59:00,19,13,2,4,17,,,,,,,,,,,,,,,59,36
M6/7570A,02/01/2016,05:14:00,20,15,6,6,16,,,,,,,,,,,,,,,62,43
M6/7570A,02/01/2016,05:29:00,21,25,7,11,23,,,,,,,,,,,,,,,62,66
M6/7570A,02/01/2016,05:44:00,22,18,9,12,15,,,,,,,,,,,,,,,60,54
M6/7570A,02/01/2016,05:59:00,23,19,5,5,18,,,,,,,,,,,,,,,63,47
M6/7570A,02/01/2016,06:14:00,24,34,4,15,17,,,,,,,,,,,,,,,65,70
M6/7570A,02/01/2016,06:29:00,25,46,7,7,13,,,,,,,,,,,,,,,66,73
M6/7570A,02/01/2016,06:44:00,26,47,7,12,16,,,,,,,,,,,,,,,66,82
M6/7570A,02/01/2016,06:59:00,27,51,7,5,15,,,,,,,,,,,,,,,67,78
M6/7570A,02/01/2016,07:14:00,28,72,10,7,12,,,,,,,,,,,,,,,67,101
M6/7570A,02/01/2016,07:29:00,29,101,10,9,11,,,,,,,,,,,,,,,67,131
M6/7570A,02/01/2016,07:44:00,30,116,14,11,17,,,,,,,,,,,,,,,68,158
M6/7570A,02/01/2016,07:59:00,31,128,10,7,11,,,,,,,,,,,,,,,69,156
M6/7570A,02/01/2016,08:14:00,32,157,12,8,9,,,,,,,,,,,,,,,70,186
M6/7570A,02/01/2016,08:29:00,33,166,15,7,9,,,,,,,,,,,,,,,71,197
M6/7570A,02/01/2016,08:44:00,34,175,30,9,10,,,,,,,,,,,,,,,73,224
M6/7570A,02/01/2016,08:59:00,35,169,20,7,9,,,,,,,,,,,,,,,73,205
M6/7570A,02/01/2016,09:14:00,36,198,17,5,19,,,,,,,,,,,,,,,72,239
M6/7570A,02/01/2016,09:29:00,37,233,12,6,21,,,,,,,,,,,,,,,71,272
M6/7570A,02/01/2016,09:44:00,38,254,13,12,14,,,,,,,,,,,,,,,72,293
M6/7570A,02/01/2016,09:59:00,39,318,12,10,12,,,,,,,,,,,,,,,71,352
M6/7570A,02/01/2016,10:14:00,40,389,13,11,21,,,,,,,,,,,,,,,70,434
M6/7570A,02/01/2016,10:29:00,41,395,19,6,30,,,,,,,,,,,,,,,70,450
M6/7570A,02/01/2016,10:44:00,42,463,18,8,22,,,,,,,,,,,,,,,71,511
M6/7570A,02/01/2016,10:59:00,43,473,22,4,16,,,,,,,,,,,,,,,70,515
M6/7570A,02/01/2016,11:14:00,44,502,19,4,15,,,,,,,,,,,,,,,70,540
M6/7570A,02/01/2016,11:29:00,45,566,23,9,20,,,,,,,,,,,,,,,71,618
M6/7570A,02/01/2016,11:44:00,46,553,21,8,16,,,,,,,,,,,,,,,70,598
M6/7570A,02/01/2016,11:59:00,47,540,28,5,13,,,,,,,,,,,,,,,70,586
M6/7570A,02/01/2016,12:14:00,48,553,19,6,10,,,,,,,,,,,,,,,70,588
M6/7570A,02/01/2016,12:29:00,49,482,32,9,12,,,,,,,,,,,,,,,72,535
M6/7570A,02/01/2016,12:44:00,50,506,18,6,16,,,,,,,,,,,,,,,72,546
M6/7570A,02/01/2016,12:59:00,51,462,23,8,14,,,,,,,,,,,,,,,72,507
M6/7570A,02/01/2016,13:14:00,52,495,17,7,10,,,,,,,,,,,,,,,72,529
M6/7570A,02/01/2016,13:29:00,53,493,19,5,7,,,,,,,,,,,,,,,73,524
M6/7570A,02/01/2016,13:44:00,54,496,14,6,15,,,,,,,,,,,,,,,73,531
M6/7570A,02/01/2016,13:59:00,55,403,14,3,15,,,,,,,,,,,,,,,73,435
M6/7570A,02/01/2016,14:14:00,56,466,23,5,9,,,,,,,,,,,,,,,72,503
M6/7570A,02/01/2016,14:29:00,57,514,16,4,11,,,,,,,,,,,,,,,74,545
M6/7570A,02/01/2016,14:44:00,58,465,17,8,16,,,,,,,,,,,,,,,73,506
M6/7570A,02/01/2016,14:59:00,59,510,12,4,17,,,,,,,,,,,,,,,73,543
M6/7570A,02/01/2016,15:14:00,60,426,18,7,8,,,,,,,,,,,,,,,74,459
M6/7570A,02/01/2016,15:29:00,61,409,13,10,16,,,,,,,,,,,,,,,72,448
M6/7570A,02/01/2016,15:44:00,62,426,18,8,4,,,,,,,,,,,,,,,73,456
M6/7570A,02/01/2016,15:59:00,63,404,15,5,12,,,,,,,,,,,,,,,72,436
M6/7570A,02/01/2016,16:14:00,64,412,15,3,14,,,,,,,,,,,,,,,71,444
M6/7570A,02/01/2016,16:29:00,65,352,22,4,12,,,,,,,,,,,,,,,72,390
M6/7570A,02/01/2016,16:44:00,66,350,10,8,9,,,,,,,,,,,,,,,71,377
M6/7570A,02/01/2016,16:59:00,67,317,12,3,10,,,,,,,,,,,,,,,71,342
M6/7570A,02/01/2016,17:14:00,68,394,19,8,9,,,,,,,,,,,,,,,70,430
M6/7570A,02/01/2016,17:29:00,69,494,18,1,8,,,,,,,,,,,,,,,71,521
M6/7570A,02/01/2016,17:44:00,70,544,17,4,29,,,,,,,,,,,,,,,69,594
M6/7570A,02/01/2016,17:59:00,71,489,20,2,11,,,,,,,,,,,,,,,71,522
M6/7570A,02/01/2016,18:14:00,72,417,15,4,10,,,,,,,,,,,,,,,72,446
M6/7570A,02/01/2016,18:29:00,73,436,14,4,17,,,,,,,,,,,,,,,71,471
M6/7570A,02/01/2016,18:44:00,74,353,11,0,10,,,,,,,,,,,,,,,73,374
M6/7570A,02/01/2016,18:59:00,75,265,16,2,16,,,,,,,,,,,,,,,71,299
M6/7570A,02/01/2016,19:14:00,76,251,8,3,9,,,,,,,,,,,,,,,71,271
M6/7570A,02/01/2016,19:29:00,77,231,11,4,13,,,,,,,,,,,,,,,72,259
M6/7570A,02/01/2016,19:44:00,78,229,10,8,13,,,,,,,,,,,,,,,72,260
M6/7570A,02/01/2016,19:59:00,79,200,8,5,8,,,,,,,,,,,,,,,72,221
M6/7570A,02/01/2016,20:14:00,80,197,13,3,12,,,,,,,,,,,,,,,73,225
M6/7570A,02/01/2016,20:29:00,81,202,10,2,10,,,,,,,,,,,,,,,73,224
M6/7570A,02/01/2016,20:44:00,82,157,12,1,12,,,,,,,,,,,,,,,72,182
M6/7570A,02/01/2016,20:59:00,83,156,4,0,8,,,,,,,,,,,,,,,73,168
M6/7570A,02/01/2016,21:14:00,84,146,13,3,8,,,,,,,,,,,,,,,73,170
M6/7570A,02/01/2016,21:29:00,85,130,8,1,7,,,,,,,,,,,,,,,71,146
M6/7570A,02/01/2016,21:44:00,86,127,6,6,5,,,,,,,,,,,,,,,73,144
M6/7570A,02/01/2016,21:59:00,87,112,7,3,7,,,,,,,,,,,,,,,71,129
M6/7570A,02/01/2016,22:14:00,88,96,9,2,10,,,,,,,,,,,,,,,71,117
M6/7570A,02/01/2016,22:29:00,89,91,6,4,10,,,,,,,,,,,,,,,69,111
M6/7570A,02/01/2016,22:44:00,90,90,8,2,13,,,,,,,,,,,,,,,73,113
M6/7570A,02/01/2016,22:59:00,91,110,6,3,17,,,,,,,,,,,,,,,71,136
M6/7570A,02/01/2016,23:14:00,92,98,8,2,10,,,,,,,,,,,,,,,72,118
M6/7570A,02/01/2016,23:29:00,93,95,3,3,15,,,,,,,,,,,,,,,73,116
M6/7570A,02/01/2016,23:44:00,94,81,7,2,8,,,,,,,,,,,,,,,71,98
M6/7570A,02/01/2016,23:59:00,95,50,6,2,13,,,,,,,,,,,,,,,67,71
M6/7570A,03/01/2016,00:14:00,0,54,3,3,16,,,,,,,,,,,,,,,67,76
M6/7570A,03/01/2016,00:29:00,1,40,4,3,13,,,,,,,,,,,,,,,66,60
M6/7570A,03/01/2016,00:44:00,2,38,1,2,7,,,,,,,,,,,,,,,70,48
M6/7570A,03/01/2016,00:59:00,3,18,5,2,8,,,,,,,,,,,,,,,66,33
M6/7570A,03/01/2016,01:14:00,4,29,4,1,10,,,,,,,,,,,,,,,68,44
M6/7570A,03/01/2016,01:29:00,5,29,3,3,7,,,,,,,,,,,,,,,68,42
M6/7570A,03/01/2016,01:44:00,6,25,2,0,13,,,,,,,,,,,,,,,66,40
M6/7570A,03/01/2016,01:59:00,7,24,1,0,20,,,,,,,,,,,,,,,64,45
M6/7570A,03/01/2016,02:14:00,8,20,5,2,14,,,,,,,,,,,,,,,63,41
M6/7570A,03/01/2016,02:29:00,9,13,3,2,14,,,,,,,,,,,,,,,64,32
M6/7570A,03/01/2016,02:44:00,10,22,2,1,12,,,,,,,,,,,,,,,67,37
M6/7570A,03/01/2016,02:59:00,11,15,4,2,17,,,,,,,,,,,,,,,62,38
M6/7570A,03/01/2016,03:14:00,12,15,3,4,10,,,,,,,,,,,,,,,64,32
M6/7570A,03/01/2016,03:29:00,13,18,3,1,9,,,,,,,,,,,,,,,65,31
M6/7570A,03/01/2016,03:44:00,14,14,2,3,4,,,,,,,,,,,,,,,67,23
M6/7570A,03/01/2016,03:59:00,15,9,1,2,13,,,,,,,,,,,,,,,59,25
M6/7570A,03/01/2016,04:14:00,16,9,0,2,9,,,,,,,,,,,,,,,62,20
M6/7570A,03/01/2016,04:29:00,17,9,2,3,16,,,,,,,,,,,,,,,60,30
M6/7570A,03/01/2016,04:44:00,18,12,4,3,12,,,,,,,,,,,,,,,61,31
M6/7570A,03/01/2016,04:59:00,19,13,7,9,16,,,,,,,,,,,,,,,60,45
M6/7570A,03/01/2016,05:14:00,20,15,1,6,15,,,,,,,,,,,,,,,60,37
M6/7570A,03/01/2016,05:29:00,21,18,3,6,14,,,,,,,,,,,,,,,61,41
M6/7570A,03/01/2016,05:44:00,22,20,3,4,10,,,,,,,,,,,,,,,67,37
M6/7570A,03/01/2016,05:59:00,23,31,6,4,12,,,,,,,,,,,,,,,65,53
M6/7570A,03/01/2016,06:14:00,24,35,3,5,12,,,,,,,,,,,,,,,66,55
M6/7570A,03/01/2016,06:29:00,25,38,1,6,8,,,,,,,,,,,,,,,66,53
M6/7570A,03/01/2016,06:44:00,26,55,9,2,12,,,,,,,,,,,,,,,69,78
M6/7570A,03/01/2016,06:59:00,27,48,7,3,17,,,,,,,,,,,,,,,66,75
M6/7570A,03/01/2016,07:14:00,28,65,13,6,9,,,,,,,,,,,,,,,70,93
M6/7570A,03/01/2016,07:29:00,29,66,12,5,14,,,,,,,,,,,,,,,70,97
M6/7570A,03/01/2016,07:44:00,30,68,10,4,15,,,,,,,,,,,,,,,69,97
M6/7570A,03/01/2016,07:59:00,31,83,11,6,9,,,,,,,,,,,,,,,70,109
M6/7570A,03/01/2016,08:14:00,32,114,8,5,11,,,,,,,,,,,,,,,71,138
M6/7570A,03/01/2016,08:29:00,33,126,9,5,8,,,,,,,,,,,,,,,72,148
M6/7570A,03/01/2016,08:44:00,34,137,11,8,17,,,,,,,,,,,,,,,71,173
M6/7570A,03/01/2016,08:59:00,35,128,7,3,9,,,,,,,,,,,,,,,72,147
M6/7570A,03/01/2016,09:14:00,36,151,16,9,12,,,,,,,,,,,,,,,71,188
M6/7570A,03/01/2016,09:29:00,37,183,15,2,15,,,,,,,,,,,,,,,71,215
M6/7570A,03/01/2016,09:44:00,38,214,18,4,14,,,,,,,,,,,,,,,70,250
M6/7570A,03/01/2016,09:59:00,39,242,10,11,13,,,,,,,,,,,,,,,72,276
M6/7570A,03/01/2016,10:14:00,40,258,12,4,19,,,,,,,,,,,,,,,70,293
M6/7570A,03/01/2016,10:29:00,41,298,13,11,14,,,,,,,,,,,,,,,72,336
M6/7570A,03/01/2016,10:44:00,42,330,20,4,12,,,,,,,,,,,,,,,71,366
M6/7570A,03/01/2016,10:59:00,43,348,14,7,17,,,,,,,,,,,,,,,70,386
M6/7570A,03/01/2016,11:14:00,44,405,11,10,17,,,,,,,,,,,,,,,71,443
M6/7570A,03/01/2016,11:29:00,45,404,20,11,18,,,,,,,,,,,,,,,71,453
M6/7570A,03/01/2016,11:44:00,46,468,20,6,16,,,,,,,,,,,,,,,70,510
M6/7570A,03/01/2016,11:59:00,47,471,17,7,16,,,,,,,,,,,,,,,69,511
M6/7570A,03/01/2016,12:14:00,48,460,22,6,18,,,,,,,,,,,,,,,70,506
M6/7570A,03/01/2016,12:29:00,49,447,21,8,20,,,,,,,,,,,,,,,69,496
M6/7570A,03/01/2016,12:44:00,50,482,21,6,20,,,,,,,,,,,,,,,69,529
M6/7570A,03/01/2016,12:59:00,51,478,14,5,10,,,,,,,,,,,,,,,70,507
M6/7570A,03/01/2016,13:14:00,52,455,14,6,18,,,,,,,,,,,,,,,69,493
M6/7570A,03/01/2016,13:29:00,53,449,20,4,21,,,,,,,,,,,,,,,68,494
M6/7570A,03/01/2016,13:44:00,54,541,27,8,15,,,,,,,,,,,,,,,68,591
M6/7570A,03/01/2016,13:59:00,55,432,22,5,18,,,,,,,,,,,,,,,70,477
M6/7570A,03/01/2016,14:14:00,56,419,20,5,13,,,,,,,,,,,,,,,68,457
M6/7570A,03/01/2016,14:29:00,57,490,20,8,14,,,,,,,,,,,,,,,66,532
M6/7570A,03/01/2016,14:44:00,58,427,21,8,23,,,,,,,,,,,,,,,66,479
M6/7570A,03/01/2016,14:59:00,59,501,25,10,18,,,,,,,,,,,,,,,66,554
M6/7570A,03/01/2016,15:14:00,60,512,28,7,16,,,,,,,,,,,,,,,65,563
M6/7570A,03/01/2016,15:29:00,61,491,19,9,18,,,,,,,,,,,,,,,65,537
M6/7570A,03/01/2016,15:44:00,62,453,15,9,13,,,,,,,,,,,,,,,66,490
M6/7570A,03/01/2016,15:59:00,63,473,23,8,23,,,,,,,,,,,,,,,64,527
M6/7570A,03/01/2016,16:14:00,64,455,13,5,22,,,,,,,,,,,,,,,65,495
M6/7570A,03/01/2016,16:29:00,65,466,22,10,19,,,,,,,,,,,,,,,64,517
M6/7570A,03/01/2016,16:44:00,66,440,18,6,18,,,,,,,,,,,,,,,65,482
M6/7570A,03/01/2016,16:59:00,67,451,14,12,23,,,,,,,,,,,,,,,61,500
M6/7570A,03/01/2016,17:14:00,68,378,18,8,22,,,,,,,,,,,,,,,65,426
M6/7570A,03/01/2016,17:29:00,69,349,17,7,13,,,,,,,,,,,,,,,67,386
M6/7570A,03/01/2016,17:44:00,70,361,15,8,23,,,,,,,,,,,,,,,67,407
M6/7570A,03/01/2016,17:59:00,71,328,15,5,18,,,,,,,,,,,,,,,69,366
M6/7570A,03/01/2016,18:14:00,72,324,18,3,14,,,,,,,,,,,,,,,71,359
M6/7570A,03/01/2016,18:29:00,73,317,6,5,9,,,,,,,,,,,,,,,71,337
M6/7570A,03/01/2016,18:44:00,74,320,14,8,12,,,,,,,,,,,,,,,72,354
M6/7570A,03/01/2016,18:59:00,75,298,7,4,14,,,,,,,,,,,,,,,71,323
M6/7570A,03/01/2016,19:14:00,76,279,18,8,19,,,,,,,,,,,,,,,72,324
M6/7570A,03/01/2016,19:29:00,77,300,8,4,14,,,,,,,,,,,,,,,72,326
M6/7570A,03/01/2016,19:44:00,78,237,17,3,11,,,,,,,,,,,,,,,70,268
M6/7570A,03/01/2016,19:59:00,79,220,8,11,17,,,,,,,,,,,,,,,71,256
M6/7570A,03/01/2016,20:14:00,80,205,9,6,17,,,,,,,,,,,,,,,71,237
M6/7570A,03/01/2016,20:29:00,81,183,4,11,15,,,,,,,,,,,,,,,70,213
M6/7570A,03/01/2016,20:44:00,82,161,8,5,18,,,,,,,,,,,,,,,70,192
M6/7570A,03/01/2016,20:59:00,83,139,9,5,14,,,,,,,,,,,,,,,72,167
M6/7570A,03/01/2016,21:14:00,84,147,10,0,18,,,,,,,,,,,,,,,72,175
M6/7570A,03/01/2016,21:29:00,85,124,7,5,16,,,,,,,,,,,,,,,70,152
M6/7570A,03/01/2016,21:44:00,86,115,5,4,16,,,,,,,,,,,,,,,70,140
M6/7570A,03/01/2016,21:59:00,87,122,3,9,17,,,,,,,,,,,,,,,70,151
M6/7570A,03/01/2016,22:14:00,88,104,8,3,12,,,,,,,,,,,,,,,73,127
M6/7570A,03/01/2016,22:29:00,89,95,9,1,18,,,,,,,,,,,,,,,71,123
M6/7570A,03/01/2016,22:44:00,90,66,5,2,25,,,,,,,,,,,,,,,70,98
M6/7570A,03/01/2016,22:59:00,91,75,6,5,15,,,,,,,,,,,,,,,71,101
M6/7570A,03/01/2016,23:14:00,92,65,2,3,15,,,,,,,,,,,,,,,70,85
M6/7570A,03/01/2016,23:29:00,93,58,6,6,16,,,,,,,,,,,,,,,70,86
M6/7570A,03/01/2016,23:44:00,94,49,6,5,19,,,,,,,,,,,,,,,69,79
