Conventions,G,BADC-CSV,1
title,G,uk-hourly-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point series
collection_name,G,midas-open
collection_version_number,G,dataset-version-202308
history,G,Created 2023-08-22
last_revised_date,G,2023-08-22
observation_station,G,heathrow
historic_county_name,G,greater-london
midas_station_id,G,00708
location,G,51.479,-0.451
height,G,25,m
date_valid,G,2021-01-01 00:00:00,2021-12-31 23:59:59
midas_qc_version_number,G,1
comments,G,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
comments,G,This file contains station observations
comments,G,missing values are identified with the missing data flag
missing_value,G,NA
coordinate_variable,ob_end_time,t
long_name,ob_end_time,Date at end of observation period,s
type,ob_end_time,char
comments,ob_end_time,Date and time (YYYY-MM-DD HH:MM:SS) at the end of the observation period
long_name,id,station identifier,1
type,id,char
comments,id,a station may have more than one id assigned to it designated by the id_type
long_name,id_type,identifier type,1
type,id_type,char
comments,id_type,a station may have more than one id assigned to it defined by id_type
long_name,ob_hour_count,Observation hour count,hours
type,ob_hour_count,int
long_name,version_num,midas qc version number,1
type,version_num,int
comments,version_num,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
long_name,met_domain_name,message type,1
type,met_domain_name,char
comments,met_domain_name,message type (see MIDAS documentation)
long_name,src_id,unique source identifier or station site number,1
type,src_id,int
comments,src_id,unique source identifier or station site number
long_name,rec_st_ind,state indicator for the record,1
type,rec_st_ind,int
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation)
long_name,prcp_amt,Precipitation amount,mm
type,prcp_amt,float
long_name,prcp_dur,Precipitation duration ,minutes
type,prcp_dur,int
long_name,prcp_amt_q,QC code: precipitation amount,1
type,prcp_amt_q,int
long_name,prcp_dur_q,QC code: precipitation duration,1
type,prcp_dur_q,int
long_name,prcp_amt_j,Descriptor: precipitation amount,1
type,prcp_amt_j,int
long_name,meto_stmp_time,Met Office receipt stamp time,s
type,meto_stmp_time,char
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS)
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS ,minutes
type,midas_stmp_etime,int
data
ob_end_time,id,id_type,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,prcp_amt,prcp_dur,prcp_amt_q,prcp_dur_q,prcp_amt_j,meto_stmp_time,midas_stmp_etime
2021-03-07 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 17:51:00,0.0
2021-03-07 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 18:51:00,0.0
2021-03-07 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 19:51:00,0.0
2021-03-07 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,6,NA,NA,2021-03-07 20:58:00,0.0
2021-03-07 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 20:58:00,0.0
2021-03-07 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 21:51:00,0.0
2021-03-07 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 22:51:00,0.0
2021-03-08 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-07 23:51:00,0.0
2021-03-08 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 00:51:00,0.0
2021-03-08 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 01:53:00,0.0
2021-03-08 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 02:51:00,0.0
2021-03-08 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 03:52:00,0.0
2021-03-08 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 04:51:00,0.0
2021-03-08 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 05:53:00,0.0
2021-03-08 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 06:51:00,0.0
2021-03-08 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 07:51:00,0.0
2021-03-08 09:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,6,NA,NA,2021-03-08 08:58:00,0.0
2021-03-08 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 08:58:00,0.0
2021-03-08 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 10:10:00,0.0
2021-03-08 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 10:53:00,0.0
2021-03-08 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 11:51:00,0.0
2021-03-08 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 12:53:00,0.0
2021-03-08 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 13:53:00,0.0
2021-03-08 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 14:51:00,0.0
2021-03-08 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 15:53:00,0.0
2021-03-08 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 16:53:00,0.0
2021-03-08 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 17:51:00,0.0
2021-03-08 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 18:53:00,0.0
2021-03-08 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 19:53:00,0.0
2021-03-08 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,6,NA,NA,2021-03-08 20:58:00,0.0
2021-03-08 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 20:58:00,0.0
2021-03-08 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 21:51:00,0.0
2021-03-08 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 22:51:00,0.0
2021-03-09 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-08 23:51:00,0.0
2021-03-09 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 00:51:00,0.0
2021-03-09 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 01:51:00,0.0
2021-03-09 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 02:53:00,0.0
2021-03-09 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 03:52:00,0.0
2021-03-09 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 04:51:00,0.0
2021-03-09 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 05:51:00,0.0
2021-03-09 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 06:53:00,0.0
2021-03-09 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 07:51:00,0.0
2021-03-09 09:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,6,NA,NA,2021-03-09 08:58:00,0.0
2021-03-09 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 08:58:00,0.0
2021-03-09 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 09:51:00,0.0
2021-03-09 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 10:53:00,0.0
2021-03-09 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 11:53:00,0.0
2021-03-09 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 12:51:00,0.0
2021-03-09 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 13:53:00,0.0
2021-03-09 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 14:54:00,0.0
2021-03-09 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 15:51:00,0.0
2021-03-09 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 16:51:00,0.0
2021-03-09 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 17:53:00,0.0
2021-03-09 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 18:51:00,0.0
2021-03-09 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 19:53:00,0.0
2021-03-09 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,6,NA,NA,2021-03-09 20:58:00,0.0
2021-03-09 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 20:58:00,0.0
2021-03-09 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 21:51:00,0.0
2021-03-09 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 22:53:00,0.0
2021-03-10 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-09 23:51:00,0.0
2021-03-10 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 00:51:00,0.0
2021-03-10 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 01:51:00,0.0
2021-03-10 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 02:51:00,0.0
2021-03-10 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 03:51:00,0.0
2021-03-10 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 04:51:00,0.0
2021-03-10 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 05:51:00,0.0
2021-03-10 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 06:51:00,0.0
2021-03-10 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 07:53:00,0.0
2021-03-10 09:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,10006,NA,NA,2021-03-10 08:57:00,0.0
2021-03-10 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 08:57:00,0.0
2021-03-10 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 09:53:00,0.0
2021-03-10 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.4,NA,1,NA,NA,2021-03-10 10:53:00,0.0
2021-03-10 12:00:00,247539,RAIN,1,1,SREW,708,1011,1.0,NA,1,NA,NA,2021-03-10 11:51:00,0.0
2021-03-10 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.6,NA,1,NA,NA,2021-03-10 12:51:00,0.0
2021-03-10 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-10 13:53:00,0.0
2021-03-10 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 14:53:00,0.0
2021-03-10 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.6,NA,1,NA,NA,2021-03-10 15:51:00,0.0
2021-03-10 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 16:51:00,0.0
2021-03-10 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-10 17:53:00,0.0
2021-03-10 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 18:51:00,0.0
2021-03-10 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-10 19:51:00,0.0
2021-03-10 21:00:00,247539,RAIN,12,1,NCM,708,1011,3.0,NA,6,NA,NA,2021-03-10 21:00:00,0.0
2021-03-10 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-10 21:00:00,0.0
2021-03-10 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-10 21:53:00,0.0
2021-03-10 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-10 22:53:00,0.0
2021-03-11 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-10 23:53:00,0.0
2021-03-11 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 00:53:00,0.0
2021-03-11 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 01:51:00,0.0
2021-03-11 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 02:59:00,0.0
2021-03-11 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 03:51:00,0.0
2021-03-11 05:00:00,247539,RAIN,1,1,SREW,708,1011,1.0,NA,1,NA,NA,2021-03-11 04:53:00,0.0
2021-03-11 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-11 05:53:00,0.0
2021-03-11 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 06:51:00,0.0
2021-03-11 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 07:53:00,0.0
2021-03-11 09:00:00,247539,RAIN,12,1,NCM,708,1011,1.8,NA,6,NA,NA,2021-03-11 09:01:00,0.0
2021-03-11 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 09:01:00,0.0
2021-03-11 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 09:51:00,0.0
2021-03-11 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 10:51:00,0.0
2021-03-11 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 11:51:00,0.0
2021-03-11 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 12:53:00,0.0
2021-03-11 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-11 13:53:00,0.0
2021-03-11 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 14:59:00,0.0
2021-03-11 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 15:53:00,0.0
2021-03-11 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-11 16:53:00,0.0
2021-03-11 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 17:53:00,0.0
2021-03-11 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 18:53:00,0.0
2021-03-11 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 19:53:00,0.0
2021-03-11 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.2,NA,6,NA,NA,2021-03-11 20:58:00,0.0
2021-03-11 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 20:58:00,0.0
2021-03-11 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 21:53:00,0.0
2021-03-11 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 22:51:00,0.0
2021-03-12 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-11 23:53:00,0.0
2021-03-12 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 00:51:00,0.0
2021-03-12 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 01:51:00,0.0
2021-03-12 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 02:51:00,0.0
2021-03-12 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 03:51:00,0.0
2021-03-12 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 04:51:00,0.0
2021-03-12 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-12 05:51:00,0.0
2021-03-12 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 06:51:00,0.0
2021-03-12 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 07:51:00,0.0
2021-03-12 09:00:00,247539,RAIN,12,1,NCM,708,1011,1.2,NA,6,NA,NA,2021-03-12 09:00:00,0.0
2021-03-12 09:00:00,247539,RAIN,1,1,SREW,708,1011,1.2,NA,1,NA,NA,2021-03-12 09:00:00,0.0
2021-03-12 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.6,NA,1,NA,NA,2021-03-12 09:53:00,0.0
2021-03-12 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 10:51:00,0.0
2021-03-12 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 11:51:00,0.0
2021-03-12 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 12:51:00,0.0
2021-03-12 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-12 13:53:00,0.0
2021-03-12 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 14:53:00,0.0
2021-03-12 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 15:57:00,0.0
2021-03-12 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 16:53:00,0.0
2021-03-12 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-12 17:51:00,0.0
2021-03-12 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 18:53:00,0.0
2021-03-12 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-12 19:51:00,0.0
2021-03-12 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.6,NA,6,NA,NA,2021-03-12 20:58:00,0.0
2021-03-12 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-12 20:58:00,0.0
2021-03-12 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-12 21:54:00,0.0
2021-03-12 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.4,NA,1,NA,NA,2021-03-12 22:51:00,0.0
2021-03-13 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.6,NA,1,NA,NA,2021-03-12 23:51:00,0.0
2021-03-13 01:00:00,247539,RAIN,1,1,SREW,708,1011,2.0,NA,1,NA,NA,2021-03-13 00:53:00,0.0
2021-03-13 02:00:00,247539,RAIN,1,1,SREW,708,1011,1.0,NA,1,NA,NA,2021-03-13 01:53:00,0.0
2021-03-13 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-13 02:51:00,0.0
2021-03-13 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-13 03:51:00,0.0
2021-03-13 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 04:51:00,0.0
2021-03-13 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-13 05:54:00,0.0
2021-03-13 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 06:51:00,0.0
2021-03-13 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-13 07:51:00,0.0
2021-03-13 09:00:00,247539,RAIN,12,1,NCM,708,1011,4.2,NA,6,NA,NA,2021-03-13 08:59:00,0.0
2021-03-13 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 08:59:00,0.0
2021-03-13 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-13 09:53:00,0.0
2021-03-13 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 10:53:00,0.0
2021-03-13 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 12:01:00,0.0
2021-03-13 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 12:51:00,0.0
2021-03-13 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 13:51:00,0.0
2021-03-13 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-13 14:53:00,0.0
2021-03-13 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-13 15:51:00,0.0
2021-03-13 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 16:53:00,0.0
2021-03-13 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 17:51:00,0.0
2021-03-13 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 18:53:00,0.0
2021-03-13 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 19:52:00,0.0
2021-03-13 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.2,NA,6,NA,NA,2021-03-13 20:58:00,0.0
2021-03-13 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 20:58:00,0.0
2021-03-13 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 21:51:00,0.0
2021-03-13 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 23:00:00,0.0
2021-03-14 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-13 23:51:00,0.0
2021-03-14 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 00:51:00,0.0
2021-03-14 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 01:51:00,0.0
2021-03-14 03:00:00,247539,RAIN,1,1,SREW,708,1011,0.4,NA,1,NA,NA,2021-03-14 02:51:00,0.0
2021-03-14 04:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 03:53:00,0.0
2021-03-14 05:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 04:53:00,0.0
2021-03-14 06:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-14 05:53:00,0.0
2021-03-14 07:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 06:51:00,0.0
2021-03-14 08:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 07:51:00,0.0
2021-03-14 09:00:00,247539,RAIN,12,1,NCM,708,1011,0.6,NA,6,NA,NA,2021-03-14 09:01:00,0.0
2021-03-14 09:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 09:01:00,0.0
2021-03-14 10:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 09:53:00,0.0
2021-03-14 11:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 10:53:00,0.0
2021-03-14 12:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 11:51:00,0.0
2021-03-14 13:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 12:51:00,0.0
2021-03-14 14:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 13:51:00,0.0
2021-03-14 15:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 14:52:00,0.0
2021-03-14 16:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 15:51:00,0.0
2021-03-14 17:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 16:53:00,0.0
2021-03-14 18:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 17:51:00,0.0
2021-03-14 19:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 18:51:00,0.0
2021-03-14 20:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 19:53:00,0.0
2021-03-14 21:00:00,247539,RAIN,12,1,NCM,708,1011,0.0,NA,10006,NA,NA,2021-03-14 21:01:00,0.0
2021-03-14 21:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-14 21:01:00,0.0
2021-03-14 22:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 21:51:00,0.0
2021-03-14 23:00:00,247539,RAIN,1,1,SREW,708,1011,0.2,NA,1,NA,NA,2021-03-14 22:53:00,0.0
2021-03-15 00:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,10001,NA,NA,2021-03-14 23:51:00,0.0
2021-03-15 01:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-15 00:51:00,0.0
2021-03-15 02:00:00,247539,RAIN,1,1,SREW,708,1011,0.0,NA,1,NA,NA,2021-03-15 01:51:00,0.0
